linea;desde;hasta;estacion;pasajeros
B;20:45;20:59;Pasteur;38
D;20:45;20:59;Pueyrredon.;48
D;20:45;20:59;Catedral;68
E;20:45;20:59;Jujuy;12
E;20:45;20:59;Medalla Milagrosa;4
H;20:45;20:59;Inclan;9
D;20:45;20:59;Jose Hernandez;46
E;20:45;20:59;Entre Rios;17
D;20:45;20:59;Congreso de Tucuman;129
E;20:45;20:59;Urquiza;4
C;20:45;20:59;Avenida de Mayo;28
B;20:45;20:59;Carlos Pellegrini;107
E;20:45;20:59;San Jose;13
B;20:45;20:59;Los Incas;58
B;20:45;20:59;Dorrego;37
A;20:45;20:59;Congreso;54
D;20:45;20:59;Bulnes;114
B;20:45;20:59;Florida;38
A;20:45;20:59;San Pedrito;48
H;20:45;20:59;Venezuela;10
A;20:45;20:59;Plaza de Mayo;33
H;20:45;20:59;Humberto I;12
A;20:45;20:59;Lima;14
A;20:45;20:59;Primera Junta;39
E;20:45;20:59;Jose Maria Moreno;13
H;20:45;20:59;Hospitales;7
C;20:45;20:59;Independencia;31
B;20:45;20:59;Medrano;87
H;20:45;20:59;Corrientes;13
H;20:45;20:59;Once;29
D;20:45;20:59;Callao.;49
H;20:45;20:59;Caseros;13
E;20:45;20:59;Pichincha;2
B;20:45;20:59;Carlos Gardel;233
D;20:45;20:59;Scalabrini Ortiz;24
C;20:45;20:59;Lavalle;50
D;20:45;20:59;Palermo;68
B;20:45;20:59;Pueyrredon;54
E;20:45;20:59;Independencia.;19
B;20:45;20:59;Tronador;16
A;20:45;20:59;Alberti;26
A;20:45;20:59;Piedras;32
C;20:45;20:59;General San Martin;35
A;20:45;20:59;Loria;29
E;20:45;20:59;Boedo;19
A;20:45;20:59;Peru;38
A;20:45;20:59;Carabobo;36
C;20:45;20:59;San Juan;24
B;20:45;20:59;Uruguay;60
A;20:45;20:59;Puan;14
A;20:45;20:59;Flores;27
D;20:45;20:59;Facultad de Medicina;28
B;20:45;20:59;Angel Gallardo;75
D;20:45;20:59;9 de julio;23
E;20:45;20:59;Emilio Mitre;4
C;20:45;20:59;Mariano Moreno;13
E;20:45;20:59;Pza. de los Virreyes;11
A;20:45;20:59;Pasco;5
D;20:45;20:59;Olleros;46
H;20:45;20:59;Patricios;21
D;20:45;20:59;Tribunales;19
A;20:45;20:59;Saenz Peña;25
D;20:45;20:59;Juramento;75
D;20:45;20:59;Plaza Italia;66
D;20:45;20:59;Ministro Carranza;28
C;20:45;20:59;Diagonal Norte;9
C;20:45;20:59;Retiro;345
E;20:45;20:59;General Belgrano;3
E;20:45;20:59;Bolivar;23
B;20:45;20:59;Leandro N. Alem;75
B;20:45;20:59;Callao;89
B;20:45;20:59;Federico Lacroze;106
B;20:45;20:59;Echeverria;20
A;20:45;20:59;Acoyte;62
B;20:45;20:59;Malabia;135
H;21:00;21:14;Hospitales;11
A;21:00;21:14;Lima;34
H;21:00;21:14;Humberto I;14
D;21:00;21:14;Juramento;102
H;21:00;21:14;Venezuela;18
E;21:00;21:14;Pichincha;11
E;21:00;21:14;Boedo;20
B;21:00;21:14;Callao;105
B;21:00;21:14;Malabia;77
A;21:00;21:14;Acoyte;69
A;21:00;21:14;Puan;19
A;21:00;21:14;Primera Junta;37
D;21:00;21:14;Aguero;43
B;21:00;21:14;Pasteur;42
D;21:00;21:14;Catedral;101
B;21:00;21:14;Dorrego;94
A;21:00;21:14;Saenz Peña;22
D;21:00;21:14;Callao.;49
D;21:00;21:14;Bulnes;108
E;21:00;21:14;Medalla Milagrosa;1
A;21:00;21:14;Plaza Miserere;32
E;21:00;21:14;Urquiza;11
H;21:00;21:14;Inclan;10
D;21:00;21:14;Facultad de Medicina;77
D;21:00;21:14;Olleros;54
B;21:00;21:14;Carlos Gardel;190
B;21:00;21:14;Echeverria;17
B;21:00;21:14;Leandro N. Alem;87
C;21:00;21:14;Avenida de Mayo;37
E;21:00;21:14;Bolivar;45
B;21:00;21:14;Tronador;18
B;21:00;21:14;Carlos Pellegrini;128
B;21:00;21:14;Rosas;83
E;21:00;21:14;Pza. de los Virreyes;12
B;21:00;21:14;Medrano;121
C;21:00;21:14;Constitucion;163
E;21:00;21:14;General Belgrano;7
C;21:00;21:14;Mariano Moreno;19
E;21:00;21:14;Jujuy;8
D;21:00;21:14;Congreso de Tucuman;141
B;21:00;21:14;Angel Gallardo;71
A;21:00;21:14;Congreso;69
E;21:00;21:14;Jose Maria Moreno;12
D;21:00;21:14;9 de julio;32
C;21:00;21:14;San Juan;16
A;21:00;21:14;Loria;25
B;21:00;21:14;Uruguay;67
D;21:00;21:14;Jose Hernandez;43
C;21:00;21:14;Retiro;155
A;21:00;21:14;Peru;69
D;21:00;21:14;Ministro Carranza;45
A;21:00;21:14;Pasco;15
H;21:00;21:14;Corrientes;18
A;21:00;21:14;Flores;20
C;21:00;21:14;Lavalle;100
C;21:00;21:14;Independencia;22
A;21:00;21:14;Carabobo;37
B;21:00;21:14;Federico Lacroze;135
A;21:00;21:14;Rio de Janeiro;38
E;21:00;21:14;Varela;3
E;21:00;21:14;San Jose;7
E;21:00;21:14;Avenida La Plata;9
D;21:00;21:14;Tribunales;24
E;21:00;21:14;Independencia.;14
H;21:00;21:14;Patricios;14
D;21:00;21:14;Palermo;81
A;21:00;21:14;Plaza de Mayo;56
C;21:00;21:14;General San Martin;38
B;21:00;21:14;Pueyrredon;51
E;21:00;21:14;Entre Rios;6
E;21:00;21:14;Emilio Mitre;10
B;21:00;21:14;Florida;76
H;21:00;21:14;Once;14
A;21:00;21:14;San Pedrito;32
D;21:00;21:14;Scalabrini Ortiz;28
A;21:00;21:14;Castro Barros;41
D;21:00;21:14;Plaza Italia;49
D;21:00;21:14;Pueyrredon.;75
A;21:00;21:14;Alberti;21
A;21:00;21:14;Piedras;46
H;21:00;21:14;Caseros;14
B;21:00;21:14;Los Incas;45
C;21:00;21:14;Diagonal Norte;37
A;21:15;21:29;Plaza de Mayo;36
E;21:15;21:29;Entre Rios;11
E;21:15;21:29;Pichincha;9
E;21:15;21:29;General Belgrano;10
H;21:15;21:29;Venezuela;13
H;21:15;21:29;Inclan;13
A;21:15;21:29;Congreso;47
B;21:15;21:29;Rosas;65
A;21:15;21:29;Primera Junta;21
D;21:15;21:29;Pueyrredon.;51
D;21:15;21:29;Congreso de Tucuman;121
D;21:15;21:29;Bulnes;112
C;21:15;21:29;San Juan;29
B;21:15;21:29;Angel Gallardo;62
B;21:15;21:29;Florida;32
E;21:15;21:29;Varela;3
D;21:15;21:29;Catedral;48
H;21:15;21:29;Once;18
A;21:15;21:29;Loria;18
D;21:15;21:29;Scalabrini Ortiz;34
H;21:15;21:29;Caseros;3
A;21:15;21:29;Piedras;16
E;21:15;21:29;Emilio Mitre;10
E;21:15;21:29;Boedo;16
B;21:15;21:29;Los Incas;48
A;21:15;21:29;Flores;18
D;21:15;21:29;Jose Hernandez;40
B;21:15;21:29;Pasteur;33
C;21:15;21:29;Lavalle;58
D;21:15;21:29;Callao.;62
E;21:15;21:29;Medalla Milagrosa;1
A;21:15;21:29;Peru;38
B;21:15;21:29;Carlos Gardel;215
E;21:15;21:29;Urquiza;15
E;21:15;21:29;Avenida La Plata;9
B;21:15;21:29;Dorrego;33
D;21:15;21:29;Palermo;68
E;21:15;21:29;Jose Maria Moreno;14
D;21:15;21:29;Aguero;22
B;21:15;21:29;Uruguay;39
A;21:15;21:29;Lima;17
A;21:15;21:29;Puan;13
H;21:15;21:29;Humberto I;6
C;21:15;21:29;Independencia;32
A;21:15;21:29;Alberti;27
H;21:15;21:29;Hospitales;6
A;21:15;21:29;San Pedrito;26
A;21:15;21:29;Castro Barros;31
A;21:15;21:29;Carabobo;29
E;21:15;21:29;Independencia.;10
C;21:15;21:29;Diagonal Norte;14
B;21:15;21:29;Tronador;26
B;21:15;21:29;Pueyrredon;27
B;21:15;21:29;Carlos Pellegrini;107
A;21:15;21:29;Acoyte;45
H;21:15;21:29;Corrientes;5
E;21:15;21:29;Pza. de los Virreyes;12
D;21:15;21:29;Plaza Italia;53
C;21:15;21:29;Mariano Moreno;23
A;21:15;21:29;Pasco;10
B;21:15;21:29;Federico Lacroze;59
D;21:15;21:29;Tribunales;16
B;21:15;21:29;Leandro N. Alem;60
C;21:15;21:29;Constitucion;76
E;21:15;21:29;Jujuy;20
E;21:15;21:29;San Jose;10
A;21:15;21:29;Rio de Janeiro;51
C;21:15;21:29;General San Martin;37
B;21:15;21:29;Medrano;105
E;21:15;21:29;Bolivar;29
A;21:15;21:29;Plaza Miserere;39
B;21:15;21:29;Echeverria;22
D;21:15;21:29;Facultad de Medicina;46
H;21:15;21:29;Patricios;12
D;21:15;21:29;Juramento;85
D;21:15;21:29;9 de julio;25
A;21:15;21:29;Saenz Peña;19
B;21:15;21:29;Callao;102
B;21:15;21:29;Malabia;70
C;21:15;21:29;Avenida de Mayo;14
D;21:15;21:29;Ministro Carranza;24
C;21:15;21:29;Retiro;199
D;21:15;21:29;Olleros;30
A;21:30;21:44;Lima;12
B;21:30;21:44;Dorrego;35
A;21:30;21:44;Alberti;9
C;21:30;21:44;Constitucion;24
E;21:30;21:44;Urquiza;3
C;21:30;21:44;Mariano Moreno;16
D;21:30;21:44;Palermo;65
A;21:30;21:44;Peru;24
E;21:30;21:44;Avenida La Plata;14
H;21:30;21:44;Caseros;13
E;21:30;21:44;Pza. de los Virreyes;11
B;21:30;21:44;Rosas;43
B;21:30;21:44;Pueyrredon;38
E;21:30;21:44;Medalla Milagrosa;3
B;21:30;21:44;Carlos Gardel;239
A;21:30;21:44;Piedras;25
C;21:30;21:44;Independencia;27
E;21:30;21:44;General Belgrano;4
D;21:30;21:44;Catedral;49
E;21:30;21:44;Jose Maria Moreno;18
H;21:30;21:44;Humberto I;14
A;21:30;21:44;Pasco;9
B;21:30;21:44;Los Incas;39
B;21:30;21:44;Angel Gallardo;66
B;21:30;21:44;Uruguay;53
D;21:30;21:44;Aguero;35
C;21:30;21:44;San Juan;11
E;21:30;21:44;San Jose;4
A;21:30;21:44;Flores;31
E;21:30;21:44;Pichincha;6
B;21:30;21:44;Federico Lacroze;133
D;21:30;21:44;Tribunales;27
D;21:30;21:44;Callao.;26
A;21:30;21:44;Puan;10
D;21:30;21:44;Pueyrredon.;37
D;21:30;21:44;Scalabrini Ortiz;32
A;21:30;21:44;Saenz Peña;7
D;21:30;21:44;Facultad de Medicina;27
E;21:30;21:44;Independencia.;16
B;21:30;21:44;Callao;66
B;21:30;21:44;Echeverria;9
E;21:30;21:44;Bolivar;22
A;21:30;21:44;Rio de Janeiro;45
A;21:30;21:44;Primera Junta;34
A;21:30;21:44;Acoyte;41
D;21:30;21:44;Congreso de Tucuman;101
A;21:30;21:44;Plaza de Mayo;26
H;21:30;21:44;Once;14
B;21:30;21:44;Medrano;55
D;21:30;21:44;Juramento;77
E;21:30;21:44;Varela;4
D;21:30;21:44;Bulnes;91
C;21:30;21:44;General San Martin;4
B;21:30;21:44;Pasteur;38
B;21:30;21:44;Tronador;21
A;21:30;21:44;San Pedrito;61
B;21:30;21:44;Carlos Pellegrini;106
H;21:30;21:44;Inclan;5
D;21:30;21:44;9 de julio;22
E;21:30;21:44;Boedo;6
B;21:30;21:44;Malabia;65
B;21:30;21:44;Leandro N. Alem;44
E;21:30;21:44;Emilio Mitre;4
H;21:30;21:44;Venezuela;17
A;21:30;21:44;Congreso;54
B;21:30;21:44;Florida;26
A;21:30;21:44;Loria;27
H;21:30;21:44;Patricios;5
A;21:30;21:44;Carabobo;30
D;21:30;21:44;Plaza Italia;30
E;21:30;21:44;Jujuy;13
A;21:30;21:44;Plaza Miserere;28
H;21:30;21:44;Corrientes;12
D;21:30;21:44;Jose Hernandez;33
C;21:30;21:44;Avenida de Mayo;25
D;21:30;21:44;Ministro Carranza;36
D;21:30;21:44;Olleros;32
E;21:30;21:44;Entre Rios;8
C;21:30;21:44;Diagonal Norte;13
H;21:30;21:44;Hospitales;6
C;21:30;21:44;Retiro;164
C;21:30;21:44;Lavalle;26
A;21:30;21:44;Castro Barros;36
C;21:45;21:59;General San Martin;1
A;21:45;21:59;Rio de Janeiro;22
B;21:45;21:59;Florida;16
H;21:45;21:59;Patricios;8
E;21:45;21:59;Emilio Mitre;9
B;21:45;21:59;Uruguay;78
A;21:45;21:59;Plaza de Mayo;17
H;21:45;21:59;Inclan;12
A;21:45;21:59;Peru;22
B;21:45;21:59;Los Incas;31
A;21:45;21:59;Congreso;26
E;21:45;21:59;Varela;1
H;21:45;21:59;Caseros;5
B;21:45;21:59;Leandro N. Alem;45
B;21:45;21:59;Malabia;53
E;21:45;21:59;San Jose;5
E;21:45;21:59;Jujuy;5
B;21:45;21:59;Medrano;44
B;21:45;21:59;Carlos Gardel;193
B;21:45;21:59;Pasteur;36
D;21:45;21:59;Aguero;35
E;21:45;21:59;Jose Maria Moreno;6
B;21:45;21:59;Dorrego;31
H;21:45;21:59;Corrientes;16
A;21:45;21:59;Carabobo;23
A;21:45;21:59;Plaza Miserere;6
D;21:45;21:59;Palermo;29
D;21:45;21:59;Plaza Italia;24
E;21:45;21:59;Independencia.;8
H;21:45;21:59;Hospitales;4
A;21:45;21:59;Castro Barros;37
A;21:45;21:59;Pasco;5
A;21:45;21:59;San Pedrito;22
D;21:45;21:59;Juramento;53
E;21:45;21:59;Pza. de los Virreyes;4
C;21:45;21:59;Diagonal Norte;10
E;21:45;21:59;Pichincha;3
C;21:45;21:59;Retiro;114
D;21:45;21:59;Ministro Carranza;14
D;21:45;21:59;Jose Hernandez;20
C;21:45;21:59;Independencia;17
D;21:45;21:59;Scalabrini Ortiz;26
A;21:45;21:59;Puan;8
E;21:45;21:59;Boedo;10
E;21:45;21:59;Medalla Milagrosa;1
H;21:45;21:59;Once;6
D;21:45;21:59;Catedral;37
B;21:45;21:59;Rosas;48
D;21:45;21:59;Pueyrredon.;38
D;21:45;21:59;Callao.;29
D;21:45;21:59;9 de julio;20
C;21:45;21:59;Avenida de Mayo;31
D;21:45;21:59;Tribunales;7
B;21:45;21:59;Angel Gallardo;53
C;21:45;21:59;San Juan;14
A;21:45;21:59;Flores;24
E;21:45;21:59;Entre Rios;9
C;21:45;21:59;Constitucion;16
B;21:45;21:59;Federico Lacroze;94
A;21:45;21:59;Piedras;16
H;21:45;21:59;Humberto I;12
A;21:45;21:59;Acoyte;33
B;21:45;21:59;Pueyrredon;19
B;21:45;21:59;Tronador;15
B;21:45;21:59;Carlos Pellegrini;78
B;21:45;21:59;Echeverria;16
A;21:45;21:59;Lima;9
E;21:45;21:59;Bolivar;11
A;21:45;21:59;Saenz Peña;26
D;21:45;21:59;Bulnes;76
A;21:45;21:59;Alberti;10
D;21:45;21:59;Facultad de Medicina;25
D;21:45;21:59;Congreso de Tucuman;81
H;21:45;21:59;Venezuela;12
A;21:45;21:59;Primera Junta;21
E;21:45;21:59;General Belgrano;3
D;21:45;21:59;Olleros;40
A;21:45;21:59;Loria;22
C;21:45;21:59;Lavalle;27
E;21:45;21:59;Avenida La Plata;4
B;21:45;21:59;Callao;73
C;21:45;21:59;Mariano Moreno;7
E;22:00;22:14;Pza. de los Virreyes;3
A;22:00;22:14;Alberti;20
H;22:00;22:14;Humberto I;3
A;22:00;22:14;Pasco;5
A;22:00;22:14;San Pedrito;31
H;22:00;22:14;Patricios;5
A;22:00;22:14;Loria;17
H;22:00;22:14;Corrientes;11
B;22:00;22:14;Los Incas;23
B;22:00;22:14;Uruguay;42
B;22:00;22:14;Pasteur;21
B;22:00;22:14;Federico Lacroze;53
E;22:00;22:14;General Belgrano;4
D;22:00;22:14;Callao.;29
B;22:00;22:14;Leandro N. Alem;30
C;22:00;22:14;Lavalle;22
E;22:00;22:14;Entre Rios;6
C;22:00;22:14;Retiro;65
C;22:00;22:14;Mariano Moreno;5
D;22:00;22:14;9 de julio;19
E;22:00;22:14;Avenida La Plata;1
B;22:00;22:14;Pueyrredon;29
E;22:00;22:14;Medalla Milagrosa;1
E;22:00;22:14;Independencia.;7
E;22:00;22:14;Bolivar;16
B;22:00;22:14;Echeverria;16
B;22:00;22:14;Carlos Pellegrini;77
B;22:00;22:14;Tronador;13
E;22:00;22:14;Pichincha;3
D;22:00;22:14;Ministro Carranza;21
D;22:00;22:14;Jose Hernandez;6
B;22:00;22:14;Medrano;38
B;22:00;22:14;Malabia;18
D;22:00;22:14;Scalabrini Ortiz;18
D;22:00;22:14;Facultad de Medicina;33
D;22:00;22:14;Aguero;11
A;22:00;22:14;Peru;17
B;22:00;22:14;Callao;54
C;22:00;22:14;Avenida de Mayo;15
A;22:00;22:14;Plaza de Mayo;20
A;22:00;22:14;Saenz Peña;16
D;22:00;22:14;Tribunales;6
A;22:00;22:14;Flores;22
H;22:00;22:14;Inclan;6
A;22:00;22:14;Congreso;25
C;22:00;22:14;San Juan;7
E;22:00;22:14;Jose Maria Moreno;2
D;22:00;22:14;Juramento;58
B;22:00;22:14;Angel Gallardo;45
A;22:00;22:14;Piedras;26
D;22:00;22:14;Olleros;22
H;22:00;22:14;Once;4
B;22:00;22:14;Dorrego;28
B;22:00;22:14;Carlos Gardel;244
A;22:00;22:14;Acoyte;13
C;22:00;22:14;Constitucion;15
D;22:00;22:14;Bulnes;69
D;22:00;22:14;Catedral;26
E;22:00;22:14;Emilio Mitre;4
B;22:00;22:14;Florida;33
E;22:00;22:14;Urquiza;1
C;22:00;22:14;Diagonal Norte;4
H;22:00;22:14;Venezuela;3
H;22:00;22:14;Caseros;6
B;22:00;22:14;Rosas;25
A;22:00;22:14;Primera Junta;19
D;22:00;22:14;Congreso de Tucuman;14
D;22:00;22:14;Pueyrredon.;34
C;22:00;22:14;Independencia;8
D;22:00;22:14;Palermo;32
E;22:00;22:14;Varela;6
A;22:00;22:14;Castro Barros;11
A;22:00;22:14;Puan;4
E;22:00;22:14;Boedo;5
E;22:00;22:14;San Jose;2
D;22:00;22:14;Plaza Italia;14
A;22:00;22:14;Rio de Janeiro;15
A;22:00;22:14;Plaza Miserere;4
H;22:00;22:14;Hospitales;2
E;22:00;22:14;Jujuy;4
A;22:00;22:14;Lima;30
A;22:00;22:14;Carabobo;14
D;22:15;22:29;Jose Hernandez;7
D;22:15;22:29;Juramento;10
E;22:15;22:29;Boedo;2
E;22:15;22:29;Emilio Mitre;1
D;22:15;22:29;Tribunales;2
D;22:15;22:29;Facultad de Medicina;12
A;22:15;22:29;Primera Junta;8
B;22:15;22:29;Echeverria;1
H;22:15;22:29;Corrientes;7
H;22:15;22:29;Inclan;5
D;22:15;22:29;Aguero;14
A;22:15;22:29;Congreso;30
D;22:15;22:29;Olleros;3
A;22:15;22:29;Alberti;9
D;22:15;22:29;9 de julio;9
B;22:15;22:29;Malabia;13
C;22:15;22:29;San Juan;2
C;22:15;22:29;Constitucion;2
E;22:15;22:29;Bolivar;4
D;22:15;22:29;Pueyrredon.;8
A;22:15;22:29;Peru;12
A;22:15;22:29;Plaza de Mayo;12
C;22:15;22:29;Retiro;20
E;22:15;22:29;Avenida La Plata;4
E;22:15;22:29;Jose Maria Moreno;5
E;22:15;22:29;San Jose;4
B;22:15;22:29;Medrano;33
A;22:15;22:29;Lima;3
B;22:15;22:29;Uruguay;51
C;22:15;22:29;Diagonal Norte;9
B;22:15;22:29;Rosas;11
B;22:15;22:29;Dorrego;4
A;22:15;22:29;Acoyte;19
A;22:15;22:29;Carabobo;3
E;22:15;22:29;Entre Rios;1
A;22:15;22:29;Rio de Janeiro;12
H;22:15;22:29;Humberto I;7
E;22:15;22:29;General Belgrano;1
B;22:15;22:29;Carlos Gardel;129
A;22:15;22:29;Castro Barros;1
D;22:15;22:29;Ministro Carranza;8
A;22:15;22:29;Plaza Miserere;7
B;22:15;22:29;Florida;10
B;22:15;22:29;Leandro N. Alem;45
A;22:15;22:29;Saenz Peña;12
B;22:15;22:29;Los Incas;8
C;22:15;22:29;Lavalle;2
H;22:15;22:29;Patricios;5
D;22:15;22:29;Palermo;17
E;22:15;22:29;Independencia.;8
D;22:15;22:29;Catedral;10
A;22:15;22:29;Flores;12
A;22:15;22:29;Piedras;3
E;22:15;22:29;Varela;1
C;22:15;22:29;Independencia;13
B;22:15;22:29;Tronador;6
B;22:15;22:29;Callao;39
H;22:15;22:29;Venezuela;1
A;22:15;22:29;Pasco;2
D;22:15;22:29;Callao.;19
B;22:15;22:29;Pasteur;24
H;22:15;22:29;Caseros;8
E;22:15;22:29;Pza. de los Virreyes;1
B;22:15;22:29;Carlos Pellegrini;51
D;22:15;22:29;Plaza Italia;7
D;22:15;22:29;Scalabrini Ortiz;8
B;22:15;22:29;Federico Lacroze;32
B;22:15;22:29;Angel Gallardo;16
A;22:15;22:29;San Pedrito;14
H;22:15;22:29;Once;3
D;22:15;22:29;Bulnes;36
A;22:15;22:29;Loria;7
C;22:15;22:29;Mariano Moreno;2
B;22:15;22:29;Pueyrredon;12
D;22:15;22:29;Congreso de Tucuman;4
H;22:30;22:44;Once;5
H;22:30;22:44;Venezuela;7
B;22:30;22:44;Callao;28
A;22:30;22:44;Piedras;10
B;22:30;22:44;Medrano;7
H;22:30;22:44;Humberto I;3
C;22:30;22:44;Lavalle;1
B;22:30;22:44;Carlos Pellegrini;34
E;22:30;22:44;Avenida La Plata;1
A;22:30;22:44;Peru;11
A;22:30;22:44;Loria;4
B;22:30;22:44;Leandro N. Alem;4
A;22:30;22:44;Acoyte;6
A;22:30;22:44;Flores;3
A;22:30;22:44;Rio de Janeiro;6
E;22:30;22:44;San Jose;1
D;22:30;22:44;9 de julio;12
A;22:30;22:44;Pasco;6
D;22:30;22:44;Palermo;3
B;22:30;22:44;Malabia;5
D;22:30;22:44;Scalabrini Ortiz;3
C;22:30;22:44;San Juan;4
B;22:30;22:44;Federico Lacroze;3
E;22:30;22:44;Pza. de los Virreyes;2
H;22:30;22:44;Corrientes;1
C;22:30;22:44;Constitucion;6
C;22:30;22:44;Diagonal Norte;1
B;22:30;22:44;Rosas;2
A;22:30;22:44;Alberti;4
A;22:30;22:44;Lima;5
D;22:30;22:44;Facultad de Medicina;1
A;22:30;22:44;Saenz Peña;12
A;22:30;22:44;Castro Barros;2
D;22:30;22:44;Plaza Italia;4
D;22:30;22:44;Jose Hernandez;1
E;22:30;22:44;Independencia.;4
B;22:30;22:44;Florida;8
B;22:30;22:44;Carlos Gardel;19
E;22:30;22:44;Bolivar;2
B;22:30;22:44;Angel Gallardo;2
C;22:30;22:44;Independencia;2
D;22:30;22:44;Callao.;5
D;22:30;22:44;Catedral;3
B;22:30;22:44;Pasteur;12
A;22:30;22:44;Plaza Miserere;2
E;22:30;22:44;Jose Maria Moreno;4
D;22:30;22:44;Aguero;9
C;22:30;22:44;Retiro;6
H;22:30;22:44;Inclan;4
A;22:30;22:44;Congreso;5
D;22:30;22:44;Tribunales;1
H;22:30;22:44;Caseros;1
A;22:30;22:44;Plaza de Mayo;6
D;22:30;22:44;Pueyrredon.;3
D;22:30;22:44;Olleros;3
B;22:30;22:44;Uruguay;24
B;22:30;22:44;Pueyrredon;4
H;22:45;22:59;Once;1
C;22:45;22:59;Constitucion;1
D;22:45;22:59;Catedral;2
A;22:45;22:59;Peru;1
E;22:45;22:59;San Jose;1
D;22:45;22:59;Bulnes;4
A;22:45;22:59;Saenz Peña;5
B;22:45;22:59;Callao;2
B;22:45;22:59;Pasteur;3
A;22:45;22:59;Rio de Janeiro;5
B;22:45;22:59;Uruguay;7
H;22:45;22:59;Caseros;4
D;22:45;22:59;Plaza Italia;2
B;22:45;22:59;Federico Lacroze;1
B;22:45;22:59;Pueyrredon;2
B;22:45;22:59;Leandro N. Alem;2
B;22:45;22:59;Carlos Pellegrini;4
D;22:45;22:59;Facultad de Medicina;2
A;22:45;22:59;Acoyte;1
A;22:45;22:59;Congreso;6
H;22:45;22:59;Inclan;2
E;22:45;22:59;Avenida La Plata;1
E;22:45;22:59;Bolivar;3
D;22:45;22:59;Callao.;1
A;22:45;22:59;Loria;2
A;22:45;22:59;Lima;1
A;22:45;22:59;Castro Barros;2
A;22:45;22:59;Alberti;1
B;22:45;22:59;Florida;1
B;22:45;22:59;Carlos Gardel;2
E;22:45;22:59;Pichincha;1
D;22:45;22:59;Jose Hernandez;2
A;23:00;23:14;Rio de Janeiro;1
B;23:00;23:14;Angel Gallardo;1
D;23:00;23:14;Olleros;1
B;23:00;23:14;Federico Lacroze;2
