linea;desde;hasta;estacion;pasajeros
A;11:45;11:59;Plaza Miserere;102
A;11:45;11:59;Peru;47
C;11:45;11:59;Mariano Moreno;32
E;11:45;11:59;Varela;7
B;11:45;11:59;Echeverria;40
A;11:45;11:59;Primera Junta;100
D;11:45;11:59;Congreso de Tucuman;201
E;11:45;11:59;Jujuy;11
A;11:45;11:59;Saenz Peña;57
D;11:45;11:59;Bulnes;110
B;11:45;11:59;Leandro N. Alem;120
D;11:45;11:59;Scalabrini Ortiz;102
D;11:45;11:59;Facultad de Medicina;71
B;11:45;11:59;Callao;143
C;11:45;11:59;General San Martin;58
D;11:45;11:59;Callao.;71
D;11:45;11:59;Plaza Italia;86
C;11:45;11:59;Constitucion;275
C;11:45;11:59;San Juan;41
C;11:45;11:59;Retiro;322
D;11:45;11:59;Pueyrredon.;133
A;11:45;11:59;Congreso;89
B;11:45;11:59;Rosas;138
D;11:45;11:59;Ministro Carranza;61
B;11:45;11:59;Medrano;137
C;11:45;11:59;Lavalle;32
D;11:45;11:59;Tribunales;53
D;11:45;11:59;Palermo;78
A;11:45;11:59;Flores;61
E;11:45;11:59;Jose Maria Moreno;16
A;11:45;11:59;Plaza de Mayo;86
B;11:45;11:59;Carlos Pellegrini;190
B;11:45;11:59;Pasteur;130
A;11:45;11:59;Carabobo;67
B;11:45;11:59;Dorrego;70
B;11:45;11:59;Federico Lacroze;200
B;11:45;11:59;Tronador;39
E;11:45;11:59;Urquiza;22
H;11:45;11:59;Venezuela;27
E;11:45;11:59;Medalla Milagrosa;11
C;11:45;11:59;Independencia;34
D;11:45;11:59;Aguero;91
E;11:45;11:59;Avenida La Plata;28
D;11:45;11:59;Juramento;121
B;11:45;11:59;Pueyrredon;176
A;11:45;11:59;Alberti;42
A;11:45;11:59;Acoyte;85
E;11:45;11:59;Emilio Mitre;34
H;11:45;11:59;Once;29
D;11:45;11:59;9 de julio;26
D;11:45;11:59;Jose Hernandez;87
A;11:45;11:59;Pasco;22
E;11:45;11:59;Pichincha;17
D;11:45;11:59;Catedral;149
B;11:45;11:59;Carlos Gardel;115
H;11:45;11:59;Patricios;19
E;11:45;11:59;General Belgrano;21
E;11:45;11:59;Boedo;40
E;11:45;11:59;Entre Rios;24
A;11:45;11:59;Rio de Janeiro;62
A;11:45;11:59;Castro Barros;54
A;11:45;11:59;Lima;47
E;11:45;11:59;San Jose;13
B;11:45;11:59;Malabia;154
H;11:45;11:59;Corrientes;35
H;11:45;11:59;Caseros;20
B;11:45;11:59;Florida;88
C;11:45;11:59;Avenida de Mayo;16
H;11:45;11:59;Inclan;30
B;11:45;11:59;Angel Gallardo;136
H;11:45;11:59;Humberto I;21
A;11:45;11:59;San Pedrito;132
A;11:45;11:59;Piedras;25
B;11:45;11:59;Uruguay;129
D;11:45;11:59;Olleros;92
E;11:45;11:59;Independencia.;18
C;11:45;11:59;Diagonal Norte;24
E;11:45;11:59;Bolivar;37
A;11:45;11:59;Loria;55
E;11:45;11:59;Pza. de los Virreyes;33
B;11:45;11:59;Los Incas;65
A;11:45;11:59;Puan;37
D;12:00;12:14;9 de julio;57
D;12:00;12:14;Juramento;136
E;12:00;12:14;Avenida La Plata;38
B;12:00;12:14;Rosas;168
D;12:00;12:14;Pueyrredon.;131
E;12:00;12:14;Emilio Mitre;28
C;12:00;12:14;Diagonal Norte;25
B;12:00;12:14;Uruguay;93
B;12:00;12:14;Pueyrredon;173
A;12:00;12:14;Loria;51
A;12:00;12:14;Primera Junta;89
D;12:00;12:14;Jose Hernandez;97
C;12:00;12:14;Constitucion;874
A;12:00;12:14;San Pedrito;156
A;12:00;12:14;Rio de Janeiro;47
D;12:00;12:14;Palermo;113
D;12:00;12:14;Catedral;164
A;12:00;12:14;Flores;54
A;12:00;12:14;Acoyte;97
E;12:00;12:14;San Jose;12
A;12:00;12:14;Puan;39
H;12:00;12:14;Hospitales;12
E;12:00;12:14;Medalla Milagrosa;14
D;12:00;12:14;Callao.;95
B;12:00;12:14;Medrano;163
H;12:00;12:14;Patricios;32
C;12:00;12:14;San Juan;39
E;12:00;12:14;Bolivar;52
D;12:00;12:14;Bulnes;134
C;12:00;12:14;Mariano Moreno;54
A;12:00;12:14;Piedras;37
H;12:00;12:14;Caseros;28
E;12:00;12:14;General Belgrano;18
A;12:00;12:14;Plaza de Mayo;69
B;12:00;12:14;Federico Lacroze;412
A;12:00;12:14;Castro Barros;64
D;12:00;12:14;Facultad de Medicina;78
H;12:00;12:14;Corrientes;39
B;12:00;12:14;Echeverria;40
C;12:00;12:14;General San Martin;52
C;12:00;12:14;Independencia;43
B;12:00;12:14;Callao;111
D;12:00;12:14;Plaza Italia;74
C;12:00;12:14;Avenida de Mayo;22
E;12:00;12:14;Jujuy;35
C;12:00;12:14;Lavalle;78
D;12:00;12:14;Aguero;92
H;12:00;12:14;Humberto I;29
E;12:00;12:14;Urquiza;13
A;12:00;12:14;Pasco;14
A;12:00;12:14;Saenz Peña;56
A;12:00;12:14;Carabobo;88
B;12:00;12:14;Tronador;39
E;12:00;12:14;Entre Rios;33
A;12:00;12:14;Alberti;59
E;12:00;12:14;Independencia.;25
B;12:00;12:14;Angel Gallardo;114
E;12:00;12:14;Boedo;30
D;12:00;12:14;Olleros;88
D;12:00;12:14;Ministro Carranza;83
D;12:00;12:14;Scalabrini Ortiz;97
A;12:00;12:14;Congreso;78
H;12:00;12:14;Venezuela;34
B;12:00;12:14;Dorrego;73
A;12:00;12:14;Lima;48
A;12:00;12:14;Plaza Miserere;148
E;12:00;12:14;Pichincha;23
E;12:00;12:14;Varela;16
B;12:00;12:14;Carlos Pellegrini;183
H;12:00;12:14;Once;40
C;12:00;12:14;Retiro;289
B;12:00;12:14;Malabia;169
D;12:00;12:14;Tribunales;54
B;12:00;12:14;Leandro N. Alem;106
H;12:00;12:14;Inclan;24
B;12:00;12:14;Los Incas;98
E;12:00;12:14;Pza. de los Virreyes;59
B;12:00;12:14;Carlos Gardel;106
B;12:00;12:14;Florida;114
B;12:00;12:14;Pasteur;149
D;12:00;12:14;Congreso de Tucuman;243
A;12:00;12:14;Peru;64
E;12:00;12:14;Jose Maria Moreno;22
H;12:15;12:29;Hospitales;18
B;12:15;12:29;Los Incas;102
D;12:15;12:29;9 de julio;49
A;12:15;12:29;Piedras;33
H;12:15;12:29;Corrientes;22
E;12:15;12:29;San Jose;15
A;12:15;12:29;Peru;68
B;12:15;12:29;Angel Gallardo;152
D;12:15;12:29;Catedral;108
H;12:15;12:29;Once;49
H;12:15;12:29;Caseros;30
D;12:15;12:29;Palermo;122
E;12:15;12:29;Pza. de los Virreyes;55
H;12:15;12:29;Venezuela;16
D;12:15;12:29;Ministro Carranza;82
D;12:15;12:29;Aguero;122
D;12:15;12:29;Facultad de Medicina;94
H;12:15;12:29;Humberto I;14
E;12:15;12:29;Varela;15
B;12:15;12:29;Carlos Gardel;154
C;12:15;12:29;General San Martin;69
B;12:15;12:29;Uruguay;123
B;12:15;12:29;Pasteur;143
B;12:15;12:29;Medrano;161
C;12:15;12:29;Lavalle;52
A;12:15;12:29;Pasco;27
C;12:15;12:29;Avenida de Mayo;32
B;12:15;12:29;Rosas;155
D;12:15;12:29;Callao.;65
A;12:15;12:29;Acoyte;113
D;12:15;12:29;Plaza Italia;95
C;12:15;12:29;Retiro;236
A;12:15;12:29;Saenz Peña;45
D;12:15;12:29;Bulnes;106
C;12:15;12:29;Constitucion;733
E;12:15;12:29;Entre Rios;31
B;12:15;12:29;Pueyrredon;179
E;12:15;12:29;Independencia.;41
E;12:15;12:29;Urquiza;21
B;12:15;12:29;Callao;147
D;12:15;12:29;Scalabrini Ortiz;101
E;12:15;12:29;Jujuy;26
E;12:15;12:29;Bolivar;73
B;12:15;12:29;Leandro N. Alem;154
C;12:15;12:29;Independencia;67
E;12:15;12:29;Medalla Milagrosa;14
B;12:15;12:29;Carlos Pellegrini;179
B;12:15;12:29;Echeverria;47
D;12:15;12:29;Jose Hernandez;82
E;12:15;12:29;Pichincha;22
E;12:15;12:29;Emilio Mitre;28
D;12:15;12:29;Olleros;110
E;12:15;12:29;Avenida La Plata;30
A;12:15;12:29;San Pedrito;141
B;12:15;12:29;Tronador;47
E;12:15;12:29;General Belgrano;21
A;12:15;12:29;Rio de Janeiro;79
A;12:15;12:29;Plaza Miserere;110
A;12:15;12:29;Flores;62
E;12:15;12:29;Boedo;46
A;12:15;12:29;Castro Barros;83
B;12:15;12:29;Federico Lacroze;255
A;12:15;12:29;Plaza de Mayo;83
C;12:15;12:29;Mariano Moreno;38
D;12:15;12:29;Congreso de Tucuman;244
B;12:15;12:29;Florida;171
A;12:15;12:29;Congreso;75
C;12:15;12:29;Diagonal Norte;12
D;12:15;12:29;Pueyrredon.;146
A;12:15;12:29;Puan;50
D;12:15;12:29;Tribunales;73
A;12:15;12:29;Carabobo;70
E;12:15;12:29;Jose Maria Moreno;29
C;12:15;12:29;San Juan;34
A;12:15;12:29;Lima;45
H;12:15;12:29;Inclan;20
B;12:15;12:29;Malabia;181
D;12:15;12:29;Juramento;154
A;12:15;12:29;Primera Junta;93
H;12:15;12:29;Patricios;31
B;12:15;12:29;Dorrego;82
A;12:15;12:29;Loria;62
A;12:15;12:29;Alberti;39
B;12:30;12:44;Carlos Gardel;163
A;12:30;12:44;Congreso;78
A;12:30;12:44;Alberti;40
D;12:30;12:44;Palermo;87
D;12:30;12:44;Callao.;124
H;12:30;12:44;Inclan;23
E;12:30;12:44;Jose Maria Moreno;37
C;12:30;12:44;Diagonal Norte;22
B;12:30;12:44;Pasteur;180
B;12:30;12:44;Malabia;192
C;12:30;12:44;Mariano Moreno;25
D;12:30;12:44;Bulnes;145
H;12:30;12:44;Caseros;25
H;12:30;12:44;Corrientes;44
E;12:30;12:44;Varela;12
D;12:30;12:44;Aguero;86
D;12:30;12:44;Catedral;125
H;12:30;12:44;Patricios;27
E;12:30;12:44;Medalla Milagrosa;11
A;12:30;12:44;Carabobo;75
D;12:30;12:44;Plaza Italia;82
D;12:30;12:44;Scalabrini Ortiz;74
C;12:30;12:44;Independencia;59
A;12:30;12:44;Puan;34
D;12:30;12:44;Jose Hernandez;100
D;12:30;12:44;9 de julio;46
H;12:30;12:44;Hospitales;22
B;12:30;12:44;Los Incas;87
B;12:30;12:44;Pueyrredon;236
A;12:30;12:44;Piedras;33
H;12:30;12:44;Humberto I;26
E;12:30;12:44;Urquiza;14
C;12:30;12:44;Retiro;259
D;12:30;12:44;Ministro Carranza;71
E;12:30;12:44;Independencia.;35
D;12:30;12:44;Tribunales;79
A;12:30;12:44;Flores;89
C;12:30;12:44;San Juan;22
E;12:30;12:44;Pza. de los Virreyes;55
B;12:30;12:44;Angel Gallardo;124
A;12:30;12:44;Plaza Miserere;144
E;12:30;12:44;Boedo;35
H;12:30;12:44;Once;50
E;12:30;12:44;General Belgrano;13
E;12:30;12:44;Pichincha;16
D;12:30;12:44;Congreso de Tucuman;225
H;12:30;12:44;Venezuela;29
A;12:30;12:44;Loria;42
A;12:30;12:44;San Pedrito;152
B;12:30;12:44;Echeverria;42
A;12:30;12:44;Pasco;16
B;12:30;12:44;Carlos Pellegrini;190
B;12:30;12:44;Tronador;46
B;12:30;12:44;Dorrego;83
E;12:30;12:44;San Jose;16
A;12:30;12:44;Rio de Janeiro;65
B;12:30;12:44;Federico Lacroze;297
E;12:30;12:44;Bolivar;44
D;12:30;12:44;Olleros;96
A;12:30;12:44;Acoyte;99
C;12:30;12:44;General San Martin;61
A;12:30;12:44;Peru;48
E;12:30;12:44;Avenida La Plata;22
B;12:30;12:44;Medrano;168
B;12:30;12:44;Uruguay;124
E;12:30;12:44;Entre Rios;32
D;12:30;12:44;Juramento;164
B;12:30;12:44;Florida;131
B;12:30;12:44;Callao;159
C;12:30;12:44;Avenida de Mayo;32
A;12:30;12:44;Saenz Peña;53
B;12:30;12:44;Leandro N. Alem;114
E;12:30;12:44;Emilio Mitre;28
C;12:30;12:44;Lavalle;52
D;12:30;12:44;Facultad de Medicina;119
A;12:30;12:44;Primera Junta;94
B;12:30;12:44;Rosas;152
A;12:30;12:44;Plaza de Mayo;69
D;12:30;12:44;Pueyrredon.;140
C;12:30;12:44;Constitucion;693
A;12:30;12:44;Castro Barros;75
A;12:30;12:44;Lima;54
E;12:30;12:44;Jujuy;31
B;12:45;12:59;Los Incas;75
D;12:45;12:59;Juramento;152
B;12:45;12:59;Pueyrredon;245
E;12:45;12:59;Medalla Milagrosa;8
D;12:45;12:59;Olleros;88
C;12:45;12:59;San Juan;27
C;12:45;12:59;Constitucion;603
D;12:45;12:59;Plaza Italia;78
H;12:45;12:59;Humberto I;17
A;12:45;12:59;Puan;39
H;12:45;12:59;Once;75
E;12:45;12:59;Bolivar;41
B;12:45;12:59;Leandro N. Alem;106
E;12:45;12:59;Pichincha;16
A;12:45;12:59;Peru;57
H;12:45;12:59;Venezuela;22
D;12:45;12:59;9 de julio;55
A;12:45;12:59;Piedras;35
H;12:45;12:59;Inclan;16
C;12:45;12:59;Independencia;46
C;12:45;12:59;General San Martin;69
E;12:45;12:59;Boedo;34
C;12:45;12:59;Diagonal Norte;31
D;12:45;12:59;Congreso de Tucuman;218
A;12:45;12:59;Alberti;45
B;12:45;12:59;Angel Gallardo;143
B;12:45;12:59;Dorrego;97
D;12:45;12:59;Tribunales;80
E;12:45;12:59;Avenida La Plata;31
D;12:45;12:59;Jose Hernandez;97
D;12:45;12:59;Catedral;106
A;12:45;12:59;Plaza de Mayo;64
H;12:45;12:59;Corrientes;39
B;12:45;12:59;Medrano;143
E;12:45;12:59;Entre Rios;26
E;12:45;12:59;San Jose;19
A;12:45;12:59;Primera Junta;82
B;12:45;12:59;Uruguay;113
D;12:45;12:59;Pueyrredon.;130
D;12:45;12:59;Palermo;122
D;12:45;12:59;Bulnes;133
E;12:45;12:59;Emilio Mitre;21
A;12:45;12:59;Acoyte;109
E;12:45;12:59;General Belgrano;19
A;12:45;12:59;Saenz Peña;45
D;12:45;12:59;Scalabrini Ortiz;92
C;12:45;12:59;Avenida de Mayo;30
B;12:45;12:59;Florida;100
A;12:45;12:59;Congreso;71
B;12:45;12:59;Callao;136
A;12:45;12:59;Rio de Janeiro;95
A;12:45;12:59;Castro Barros;61
E;12:45;12:59;Independencia.;33
A;12:45;12:59;Carabobo;87
H;12:45;12:59;Hospitales;11
E;12:45;12:59;Pza. de los Virreyes;29
H;12:45;12:59;Patricios;31
B;12:45;12:59;Malabia;184
A;12:45;12:59;San Pedrito;174
B;12:45;12:59;Rosas;164
C;12:45;12:59;Retiro;338
C;12:45;12:59;Mariano Moreno;37
A;12:45;12:59;Plaza Miserere;112
A;12:45;12:59;Loria;46
B;12:45;12:59;Carlos Pellegrini;153
E;12:45;12:59;Urquiza;13
B;12:45;12:59;Echeverria;40
B;12:45;12:59;Tronador;49
C;12:45;12:59;Lavalle;50
E;12:45;12:59;Jose Maria Moreno;26
E;12:45;12:59;Varela;13
A;12:45;12:59;Lima;47
B;12:45;12:59;Carlos Gardel;175
E;12:45;12:59;Jujuy;21
B;12:45;12:59;Pasteur;183
H;12:45;12:59;Caseros;25
D;12:45;12:59;Facultad de Medicina;108
A;12:45;12:59;Flores;55
D;12:45;12:59;Ministro Carranza;71
D;12:45;12:59;Aguero;95
D;12:45;12:59;Callao.;87
A;12:45;12:59;Pasco;32
B;12:45;12:59;Federico Lacroze;261
E;13:00;13:14;General Belgrano;19
C;13:00;13:14;Avenida de Mayo;45
E;13:00;13:14;Bolivar;75
B;13:00;13:14;Florida;223
D;13:00;13:14;Pueyrredon.;127
C;13:00;13:14;San Juan;29
A;13:00;13:14;Primera Junta;87
D;13:00;13:14;Aguero;103
D;13:00;13:14;Callao.;127
D;13:00;13:14;Olleros;106
B;13:00;13:14;Pueyrredon;213
A;13:00;13:14;Flores;66
E;13:00;13:14;Boedo;47
C;13:00;13:14;Lavalle;116
D;13:00;13:14;Tribunales;84
C;13:00;13:14;Diagonal Norte;55
H;13:00;13:14;Venezuela;31
B;13:00;13:14;Carlos Pellegrini;257
B;13:00;13:14;Echeverria;51
B;13:00;13:14;Medrano;162
B;13:00;13:14;Tronador;58
E;13:00;13:14;Jujuy;35
B;13:00;13:14;Federico Lacroze;314
D;13:00;13:14;Congreso de Tucuman;231
B;13:00;13:14;Callao;136
D;13:00;13:14;Bulnes;168
B;13:00;13:14;Pasteur;193
D;13:00;13:14;Facultad de Medicina;90
A;13:00;13:14;Puan;38
C;13:00;13:14;General San Martin;128
D;13:00;13:14;Ministro Carranza;90
A;13:00;13:14;Plaza de Mayo;99
D;13:00;13:14;Catedral;212
C;13:00;13:14;Retiro;321
E;13:00;13:14;Entre Rios;37
D;13:00;13:14;Plaza Italia;91
A;13:00;13:14;Saenz Peña;77
E;13:00;13:14;Varela;13
D;13:00;13:14;Palermo;124
E;13:00;13:14;San Jose;16
H;13:00;13:14;Caseros;24
E;13:00;13:14;Independencia.;30
D;13:00;13:14;Scalabrini Ortiz;126
A;13:00;13:14;Loria;49
B;13:00;13:14;Malabia;159
A;13:00;13:14;Castro Barros;72
E;13:00;13:14;Pichincha;19
E;13:00;13:14;Pza. de los Virreyes;60
H;13:00;13:14;Corrientes;41
B;13:00;13:14;Uruguay;144
H;13:00;13:14;Once;52
C;13:00;13:14;Independencia;56
A;13:00;13:14;Rio de Janeiro;65
A;13:00;13:14;San Pedrito;168
D;13:00;13:14;Jose Hernandez;99
B;13:00;13:14;Leandro N. Alem;196
A;13:00;13:14;Pasco;34
C;13:00;13:14;Mariano Moreno;70
A;13:00;13:14;Piedras;48
B;13:00;13:14;Los Incas;95
E;13:00;13:14;Emilio Mitre;22
H;13:00;13:14;Humberto I;41
H;13:00;13:14;Patricios;28
B;13:00;13:14;Rosas;171
A;13:00;13:14;Carabobo;95
C;13:00;13:14;Constitucion;571
A;13:00;13:14;Alberti;41
A;13:00;13:14;Peru;107
E;13:00;13:14;Jose Maria Moreno;17
H;13:00;13:14;Hospitales;25
D;13:00;13:14;Juramento;143
D;13:00;13:14;9 de julio;73
E;13:00;13:14;Avenida La Plata;25
A;13:00;13:14;Plaza Miserere;91
E;13:00;13:14;Urquiza;38
A;13:00;13:14;Acoyte;89
H;13:00;13:14;Inclan;27
B;13:00;13:14;Angel Gallardo;130
B;13:00;13:14;Carlos Gardel;145
E;13:00;13:14;Medalla Milagrosa;9
A;13:00;13:14;Lima;67
A;13:00;13:14;Congreso;91
B;13:00;13:14;Dorrego;90
A;13:15;13:29;Pasco;32
B;13:15;13:29;Pasteur;168
E;13:15;13:29;Entre Rios;18
B;13:15;13:29;Los Incas;102
A;13:15;13:29;Carabobo;71
A;13:15;13:29;Plaza Miserere;176
D;13:15;13:29;Bulnes;142
B;13:15;13:29;Carlos Gardel;175
D;13:15;13:29;Ministro Carranza;73
C;13:15;13:29;Retiro;395
A;13:15;13:29;Puan;36
E;13:15;13:29;Medalla Milagrosa;18
E;13:15;13:29;Emilio Mitre;24
H;13:15;13:29;Caseros;29
B;13:15;13:29;Malabia;201
E;13:15;13:29;Jose Maria Moreno;28
A;13:15;13:29;Congreso;83
A;13:15;13:29;Plaza de Mayo;112
H;13:15;13:29;Hospitales;24
D;13:15;13:29;Jose Hernandez;118
B;13:15;13:29;Uruguay;144
B;13:15;13:29;Tronador;67
E;13:15;13:29;Independencia.;30
H;13:15;13:29;Venezuela;26
A;13:15;13:29;Saenz Peña;63
A;13:15;13:29;Acoyte;90
D;13:15;13:29;Catedral;189
A;13:15;13:29;Primera Junta;119
H;13:15;13:29;Once;71
A;13:15;13:29;Lima;67
D;13:15;13:29;Aguero;95
B;13:15;13:29;Florida;241
A;13:15;13:29;Piedras;51
H;13:15;13:29;Humberto I;29
B;13:15;13:29;Echeverria;45
C;13:15;13:29;Lavalle;72
D;13:15;13:29;Tribunales;80
D;13:15;13:29;Scalabrini Ortiz;112
D;13:15;13:29;Congreso de Tucuman;251
B;13:15;13:29;Medrano;182
E;13:15;13:29;Pichincha;16
H;13:15;13:29;Corrientes;50
E;13:15;13:29;Jujuy;22
C;13:15;13:29;General San Martin;79
A;13:15;13:29;Loria;52
B;13:15;13:29;Carlos Pellegrini;233
A;13:15;13:29;Castro Barros;66
D;13:15;13:29;Palermo;129
E;13:15;13:29;General Belgrano;17
A;13:15;13:29;Alberti;41
C;13:15;13:29;Mariano Moreno;46
A;13:15;13:29;San Pedrito;232
B;13:15;13:29;Dorrego;75
E;13:15;13:29;Varela;11
H;13:15;13:29;Inclan;18
D;13:15;13:29;Olleros;99
D;13:15;13:29;Juramento;159
E;13:15;13:29;Pza. de los Virreyes;62
C;13:15;13:29;Constitucion;721
E;13:15;13:29;San Jose;10
B;13:15;13:29;Angel Gallardo;132
H;13:15;13:29;Patricios;41
B;13:15;13:29;Federico Lacroze;186
B;13:15;13:29;Leandro N. Alem;157
A;13:15;13:29;Flores;62
D;13:15;13:29;Plaza Italia;84
A;13:15;13:29;Rio de Janeiro;78
B;13:15;13:29;Callao;129
B;13:15;13:29;Rosas;175
C;13:15;13:29;San Juan;52
B;13:15;13:29;Pueyrredon;177
D;13:15;13:29;9 de julio;65
E;13:15;13:29;Avenida La Plata;45
D;13:15;13:29;Pueyrredon.;131
C;13:15;13:29;Diagonal Norte;47
E;13:15;13:29;Bolivar;69
C;13:15;13:29;Avenida de Mayo;35
D;13:15;13:29;Callao.;120
E;13:15;13:29;Urquiza;16
A;13:15;13:29;Peru;87
E;13:15;13:29;Boedo;37
C;13:15;13:29;Independencia;41
D;13:15;13:29;Facultad de Medicina;95
D;13:30;13:44;Aguero;82
A;13:30;13:44;Castro Barros;63
B;13:30;13:44;Malabia;224
D;13:30;13:44;Catedral;132
B;13:30;13:44;Carlos Gardel;174
H;13:30;13:44;Corrientes;47
B;13:30;13:44;Los Incas;102
B;13:30;13:44;Uruguay;144
B;13:30;13:44;Pueyrredon;262
A;13:30;13:44;Primera Junta;80
D;13:30;13:44;Congreso de Tucuman;242
A;13:30;13:44;Peru;65
D;13:30;13:44;Bulnes;159
H;13:30;13:44;Humberto I;14
A;13:30;13:44;Piedras;47
D;13:30;13:44;Palermo;145
E;13:30;13:44;Entre Rios;32
H;13:30;13:44;Once;64
H;13:30;13:44;Hospitales;17
E;13:30;13:44;San Jose;23
A;13:30;13:44;Rio de Janeiro;53
A;13:30;13:44;Plaza Miserere;147
A;13:30;13:44;Congreso;73
H;13:30;13:44;Inclan;20
A;13:30;13:44;Loria;33
A;13:30;13:44;Puan;41
B;13:30;13:44;Callao;142
A;13:30;13:44;Plaza de Mayo;83
E;13:30;13:44;Avenida La Plata;38
C;13:30;13:44;Avenida de Mayo;27
C;13:30;13:44;Lavalle;76
B;13:30;13:44;Federico Lacroze;350
D;13:30;13:44;Pueyrredon.;130
B;13:30;13:44;Rosas;199
A;13:30;13:44;San Pedrito;212
D;13:30;13:44;Scalabrini Ortiz;136
E;13:30;13:44;Boedo;34
E;13:30;13:44;Jujuy;23
D;13:30;13:44;Juramento;148
D;13:30;13:44;Callao.;150
A;13:30;13:44;Pasco;33
D;13:30;13:44;Ministro Carranza;88
C;13:30;13:44;Retiro;391
C;13:30;13:44;General San Martin;74
A;13:30;13:44;Lima;59
E;13:30;13:44;Independencia.;31
A;13:30;13:44;Alberti;42
E;13:30;13:44;Medalla Milagrosa;16
E;13:30;13:44;Pichincha;19
E;13:30;13:44;Emilio Mitre;21
C;13:30;13:44;Constitucion;424
B;13:30;13:44;Pasteur;157
B;13:30;13:44;Florida;198
A;13:30;13:44;Saenz Peña;42
E;13:30;13:44;Urquiza;15
D;13:30;13:44;Facultad de Medicina;107
H;13:30;13:44;Patricios;33
B;13:30;13:44;Dorrego;115
E;13:30;13:44;Pza. de los Virreyes;40
D;13:30;13:44;Olleros;89
H;13:30;13:44;Caseros;34
C;13:30;13:44;Independencia;56
E;13:30;13:44;Varela;14
B;13:30;13:44;Medrano;135
D;13:30;13:44;Jose Hernandez;91
A;13:30;13:44;Acoyte;105
H;13:30;13:44;Venezuela;23
E;13:30;13:44;General Belgrano;11
A;13:30;13:44;Flores;84
C;13:30;13:44;San Juan;34
D;13:30;13:44;Plaza Italia;91
B;13:30;13:44;Angel Gallardo;152
B;13:30;13:44;Tronador;52
B;13:30;13:44;Carlos Pellegrini;185
B;13:30;13:44;Echeverria;41
E;13:30;13:44;Bolivar;59
D;13:30;13:44;9 de julio;49
A;13:30;13:44;Carabobo;78
D;13:30;13:44;Tribunales;67
E;13:30;13:44;Jose Maria Moreno;15
B;13:30;13:44;Leandro N. Alem;148
C;13:30;13:44;Mariano Moreno;46
C;13:30;13:44;Diagonal Norte;51
E;13:45;13:59;Pichincha;13
C;13:45;13:59;Lavalle;53
B;13:45;13:59;Malabia;197
A;13:45;13:59;Carabobo;64
C;13:45;13:59;Diagonal Norte;25
E;13:45;13:59;Independencia.;26
E;13:45;13:59;Pza. de los Virreyes;60
B;13:45;13:59;Medrano;139
A;13:45;13:59;Alberti;35
A;13:45;13:59;Peru;60
D;13:45;13:59;Plaza Italia;82
C;13:45;13:59;Avenida de Mayo;39
D;13:45;13:59;Bulnes;139
B;13:45;13:59;Carlos Pellegrini;202
D;13:45;13:59;Facultad de Medicina;106
B;13:45;13:59;Echeverria;38
B;13:45;13:59;Uruguay;145
A;13:45;13:59;San Pedrito;187
B;13:45;13:59;Tronador;40
D;13:45;13:59;Olleros;102
A;13:45;13:59;Saenz Peña;52
C;13:45;13:59;General San Martin;81
H;13:45;13:59;Corrientes;38
E;13:45;13:59;Urquiza;17
E;13:45;13:59;Bolivar;45
B;13:45;13:59;Federico Lacroze;296
E;13:45;13:59;Jose Maria Moreno;29
D;13:45;13:59;Callao.;89
B;13:45;13:59;Leandro N. Alem;120
C;13:45;13:59;Retiro;253
A;13:45;13:59;Piedras;32
A;13:45;13:59;Acoyte;102
D;13:45;13:59;Scalabrini Ortiz;89
H;13:45;13:59;Caseros;32
E;13:45;13:59;Varela;14
D;13:45;13:59;Palermo;123
H;13:45;13:59;Humberto I;25
E;13:45;13:59;Entre Rios;36
E;13:45;13:59;Medalla Milagrosa;11
D;13:45;13:59;Tribunales;73
C;13:45;13:59;Mariano Moreno;31
H;13:45;13:59;Once;50
E;13:45;13:59;Boedo;26
E;13:45;13:59;Avenida La Plata;33
B;13:45;13:59;Rosas;127
H;13:45;13:59;Hospitales;23
A;13:45;13:59;Puan;36
C;13:45;13:59;San Juan;36
D;13:45;13:59;Pueyrredon.;121
A;13:45;13:59;Pasco;16
D;13:45;13:59;Catedral;129
H;13:45;13:59;Patricios;26
B;13:45;13:59;Los Incas;92
A;13:45;13:59;Flores;71
B;13:45;13:59;Pasteur;178
A;13:45;13:59;Congreso;81
C;13:45;13:59;Independencia;31
C;13:45;13:59;Constitucion;354
D;13:45;13:59;Congreso de Tucuman;263
B;13:45;13:59;Carlos Gardel;173
B;13:45;13:59;Angel Gallardo;126
A;13:45;13:59;Primera Junta;84
B;13:45;13:59;Pueyrredon;194
H;13:45;13:59;Inclan;26
E;13:45;13:59;Jujuy;34
A;13:45;13:59;Loria;48
A;13:45;13:59;Lima;64
B;13:45;13:59;Florida;145
D;13:45;13:59;Jose Hernandez;112
H;13:45;13:59;Venezuela;24
D;13:45;13:59;Aguero;107
E;13:45;13:59;San Jose;19
E;13:45;13:59;General Belgrano;10
A;13:45;13:59;Rio de Janeiro;59
A;13:45;13:59;Castro Barros;58
D;13:45;13:59;Juramento;158
B;13:45;13:59;Dorrego;95
A;13:45;13:59;Plaza de Mayo;50
B;13:45;13:59;Callao;143
D;13:45;13:59;9 de julio;27
D;13:45;13:59;Ministro Carranza;80
A;13:45;13:59;Plaza Miserere;129
E;13:45;13:59;Emilio Mitre;25
B;14:00;14:14;Leandro N. Alem;148
A;14:00;14:14;Peru;85
E;14:00;14:14;General Belgrano;17
